321	14
322	12
323	12
324	14
325	13
326	21
327	12
328	52
329	25
330	14
331	17
332	15
333	13
334	20
335	14
336	11
337	20
338	17
339	11
340	28
341	22
342	14
343	15
344	11
345	12
346	19
347	12
348	21
349	10
350	17
351	19
352	16
353	10
354	10
355	10
356	12
357	10
358	21
359	21
360	15
361	33
362	12
363	19
364	27
365	11
366	11
367	12
368	17
369	13
370	16
371	13
372	14
373	21
374	17
375	10
376	12
377	55
378	36
379	11
380	12
381	12
382	17
383	11
384	18
385	16
386	11
387	10
388	11
389	24
390	14
391	18
392	18
393	10
394	10
395	14
396	12
397	18
398	10
399	12
400	10
401	10
402	12
403	24
404	14
405	13
406	14
407	14
408	16
409	21
410	21
411	16
412	12
413	19
414	15
415	11
416	18
417	18
418	11
419	37
420	10
421	10
422	64
423	17
424	15
425	33
426	19
427	11
428	11
429	11
430	19
431	13
432	12
433	15
434	43
435	10
436	14
437	12
438	10
439	12
440	14
441	17
442	12
443	14
444	15
445	14
446	20
447	54
448	11
449	14
450	13
451	16
452	18
453	25
454	17
455	16
456	11
457	14
458	46
459	10
460	19
461	11
462	12
463	26
464	17
465	13
466	19
467	29
468	19
469	14
470	11
471	15
472	11
473	33
474	18
475	14
476	11
477	10
478	15
479	16
480	21
481	18
482	24
483	45
484	26
485	24
486	47
487	12
488	14
489	12
490	17
491	19
492	17
493	14
494	34
495	10
496	17
497	12
498	12
499	14
500	15
501	12
502	11
503	29
504	16
505	24
506	12
507	19
508	13
509	10
510	10
511	11
512	16
513	11
514	13
515	13
516	37
517	10
518	10
519	13
520	16
521	17
522	10
523	16
524	16
525	28
526	12
527	13
528	11
529	17
530	15
531	12
532	11
533	10
534	12
535	17
536	23
537	12
538	14
539	17
540	12
541	14
542	24
543	12
544	13
545	11
546	11
547	30
548	13
549	11
550	12
551	11
552	12
553	11
554	15
555	10
556	15
557	19
558	14
559	12
560	16
561	11
562	22
563	10
564	58
565	16
566	15
567	10
568	12
569	23
570	14
571	28
572	10
573	17
574	13
575	18
576	16
577	14
578	27
579	16
580	14
581	13
582	16
583	12
584	10
585	10
586	15
587	10
588	16
589	10
590	16
591	11
592	10
593	14
594	11
595	42
596	25
597	19
598	21
599	14
600	10
601	11
602	15
603	11
604	12
605	58
606	18
607	31
608	18
609	33
610	10
611	11
612	13
613	10
614	13
615	21
616	14
617	51
618	11
619	10
620	13
621	17
622	11
623	11
624	21
625	17
626	18
627	14
628	13
629	16
630	10
631	12
632	11
633	30
634	11
635	11
636	17
637	19
638	21
639	33
640	15
641	11
642	22
643	22
644	11
645	10
646	10
647	13
648	23
649	14
650	22
651	17
652	10
653	18
654	18
655	25
656	12
657	37
658	10
659	10
660	21
661	14
662	13
663	12
664	29
665	11
666	40
667	10
668	22
669	18
670	17
671	16
672	13
673	14
674	17
675	10
676	13
677	10
678	12
679	35
680	15
681	15
682	26
683	12
684	10
685	31
686	12
687	17
688	35
689	43
690	10
691	42
692	16
693	11
694	37
695	43
696	10
697	45
698	18
699	14
700	13
701	12
702	20
703	17
704	10
705	16
706	21
707	25
708	14
709	15
710	10
711	10
712	11
713	15
714	19
715	22
716	12
717	11
718	11
719	10
720	10
721	31
722	11
723	15
724	14
725	10
726	14
727	13
728	12
729	19
730	15
731	13
732	24
733	13
734	15
735	17
736	12
737	10
738	11
739	22
740	18
741	12
742	13
743	13
744	10
745	15
746	10
747	11
748	13
749	21
750	21
751	33
752	36
753	15
754	23
755	15
756	15
757	13
758	11
759	10
760	24
761	18
762	19
763	18
764	12
765	11
766	32
767	14
768	13
769	10
770	13
771	16
772	11
773	14
774	14
775	47
776	18
777	58
778	17
779	15
780	15
781	11
782	13
783	11
784	14
785	10
786	10
787	24
788	16
789	22
790	13
791	35
792	14
793	23
794	11
795	11
796	11
797	20
798	13
799	17
800	11
801	11
802	20
803	14
804	10
805	12
806	11
807	15
808	18
809	14
810	10
811	11
812	18
813	18
814	14
815	29
816	21
817	11
818	12
819	11
820	17
821	12
822	11
823	15
824	14
825	14
826	16
827	27
828	12
829	50
830	10
831	14
832	16
833	14
834	10
835	13
836	24
837	10
838	15
839	21
840	12
841	20
842	10
843	16
844	16
845	12
846	33
847	13
848	19
849	13
850	33
851	12
852	12
853	11
854	12
855	16
856	14
857	14
858	17
859	19
860	17
861	12
862	11
863	13
864	26
865	11
866	17
867	10
868	11
869	15
870	14
871	10
872	25
873	14
874	11
875	39
876	13
877	16
878	11
879	13
880	10
881	33
882	18
883	16
884	10
885	17
886	10
887	12
888	31
889	11
890	14
891	11
892	14
893	66
894	11
895	17
896	18
897	21
898	11
899	11
900	19
901	11
902	65
903	15
904	14
905	13
906	18
907	27
908	33
909	11
910	27
911	13
912	16
913	17
914	20
915	15
916	10
917	16
918	12
919	12
920	29
921	15
922	16
923	12
924	16
925	16
926	12
927	26
928	21
929	17
930	47
931	10
932	10
933	10
934	10
935	24
936	14
937	10
938	26
939	16
940	10
941	14
942	21
943	14
944	26
945	14
946	10
947	11
948	16
949	28
950	20
951	13
952	13
953	14
954	17
955	11
956	17
957	10
958	17
959	24
960	14
961	10
962	14
963	11
964	18
965	12
966	11
967	17
968	10
969	48
970	23
971	13
972	13
973	10
974	11
975	27
976	21
977	18
978	10
979	16
980	14
981	13
982	19
983	11
984	11
985	16
986	16
987	40
988	10
989	12
990	14
991	24
992	12
993	18
994	14
995	12
996	15
997	10
998	12
999	13
